0,PUT bench_t0_client_file_4.txt,41050019667,41050019705,41050019947,0.038,0.280
3,PUT bench_t4_tiger_is_back.gdt,41050019815,41050019842,41050019983,0.027,0.168
2,PUT bench_t2_client_file_6.txt,41050019712,41050019730,41050020162,0.017,0.449
4,PUT bench_t7_tiger_is_back.gdt,41050019835,41050020049,41050020167,0.214,0.332
1,PUT bench_t1_client_file_2.txt,41050019695,41050019714,41050020209,0.018,0.513
7,PUT bench_t5_client_file_6.txt,41050020091,41050020279,41050020343,0.188,0.251
6,PUT bench_t3_client_file_3.txt,41050020043,41050020275,41050020350,0.232,0.307
5,PUT bench_t6_client_file_6.txt,41050019864,41050020062,41050020452,0.198,0.588
8,GET bench_t0_client_file_0.txt,41050020387,41050020391,41050020550,0.003,0.162
9,GET bench_t4_client_file_0.txt,41050020583,41050020590,41050020634,0.006,0.050
10,GET bench_t1_client_file_6.txt,41050020698,41050020707,41050020744,0.009,0.046
12,GET bench_t7_client_file_5.txt,41050020735,41050020763,41050020801,0.027,0.065
11,GET bench_t2_client_file_1.txt,41050020718,41050020724,41050020766,0.005,0.048
15,GET bench_t6_client_file_3.txt,41050020966,41050020988,41050021019,0.021,0.052
13,GET bench_t5_client_file_3.txt,41050020754,41050020769,41050021045,0.015,0.291
16,PUT bench_t0_client_file_4.txt,41050020982,41050021003,41050021117,0.020,0.135
18,PUT bench_t1_client_file_7.txt,41050021172,41050021178,41050021250,0.006,0.078
19,PUT bench_t2_client_file_5.txt,41050021190,41050021262,41050021349,0.072,0.159
20,PUT bench_t7_tiger_is_back.gdt,41050021208,41050021280,41050021360,0.071,0.152
14,GET bench_t3_tiger_is_back.gdt,41050020898,41050020909,41050021021,0.010,0.123
17,PUT bench_t4_client_file_7.txt,41050021000,41050021048,41050021120,0.048,0.120
22,PUT bench_t6_client_file_7.txt,41050021240,41050021424,41050021531,0.184,0.291
25,GET bench_t1_client_file_5.txt,41050021616,41050021623,41050021682,0.007,0.066
23,GET bench_t4_client_file_2.txt,41050021256,41050021494,41050021555,0.238,0.299
21,PUT bench_t3_tiger_is_back.gdt,41050021224,41050021378,41050021571,0.154,0.346
26,GET bench_t2_client_file_0.txt,41050021636,41050021730,41050021764,0.093,0.127
27,GET bench_t7_client_file_2.txt,41050021653,41050021735,41050021771,0.081,0.117
28,PUT bench_t5_client_file_3.txt,41050021669,41050021747,41050021817,0.077,0.147
24,GET bench_t0_tiger_is_back.gdt,41050021538,41050021545,41050021988,0.006,0.449
29,GET bench_t6_client_file_6.txt,41050021944,41050021951,41050022003,0.006,0.058
32,GET bench_t3_client_file_5.txt,41050022021,41050022066,41050022103,0.045,0.082
33,GET bench_t5_tiger.gdt,41050022036,41050022133,41050022165,0.096,0.128
34,PUT bench_t2_client_file_0.txt,41050022058,41050022191,41050022266,0.133,0.208
31,PUT bench_t1_client_file_5.txt,41050022002,41050022045,41050022289,0.043,0.287
35,PUT bench_t0_client_file_7.txt,41050022325,41050022335,41050022771,0.010,0.446
37,PUT bench_t3_client_file_0.txt,41050022369,41050022385,41050022778,0.015,0.409
30,PUT bench_t4_client_file_7.txt,41050021978,41050022041,41050022771,0.062,0.792
36,PUT bench_t6_tiger_is_back.gdt,41050022351,41050022357,41050022777,0.005,0.426
40,GET bench_t1_client_file_4.txt,41050022490,41050022869,41050022907,0.378,0.417
39,GET bench_t2_client_file_5.txt,41050022472,41050022812,41050022918,0.339,0.445
38,PUT bench_t5_client_file_6.txt,41050022387,41050022802,41050022907,0.414,0.519
43,GET bench_t6_client_file_3.txt,41050022909,41050023034,41050023064,0.125,0.155
41,PUT bench_t7_tiger.gdt,41050022505,41050022933,41050022998,0.428,0.492
44,GET bench_t3_client_file_4.txt,41050022960,41050023098,41050023142,0.138,0.181
45,GET bench_t0_client_file_2.txt,41050022978,41050023166,41050023193,0.187,0.215
46,GET bench_t5_client_file_7.txt,41050023003,41050023284,41050023395,0.281,0.391
42,GET bench_t4_client_file_7.txt,41050022886,41050022943,41050023334,0.056,0.447
50,PUT bench_t6_client_file_7.txt,41050023239,41050023456,41050023525,0.217,0.286
49,PUT bench_t1_client_file_3.txt,41050023221,41050023430,41050023553,0.209,0.332
51,PUT bench_t0_tiger.gdt,41050023338,41050023551,41050023740,0.213,0.401
47,PUT bench_t2_client_file_3.txt,41050023170,41050023285,41050023813,0.115,0.642
53,PUT bench_t4_client_file_2.txt,41050023509,41050023770,41050023832,0.260,0.323
48,GET bench_t7_tiger.gdt,41050023187,41050023392,41050023427,0.204,0.240
54,GET bench_t6_client_file_6.txt,41050023900,41050023904,41050023946,0.003,0.046
52,PUT bench_t3_tiger.gdt,41050023488,41050023700,41050023950,0.211,0.461
55,GET bench_t1_tiger.gdt,41050024012,41050024019,41050024063,0.006,0.050
56,PUT bench_t5_client_file_6.txt,41050024037,41050024042,41050024139,0.005,0.102
57,PUT bench_t7_client_file_2.txt,41050024206,41050024234,41050024313,0.028,0.107
59,GET bench_t2_client_file_7.txt,41050024246,41050024283,41050024335,0.036,0.088
60,GET bench_t4_client_file_3.txt,41050024280,41050024287,41050024339,0.007,0.059
58,GET bench_t0_client_file_7.txt,41050024227,41050024251,41050024378,0.024,0.150
61,GET bench_t3_client_file_6.txt,41050024487,41050024494,41050024540,0.006,0.052
63,PUT bench_t1_client_file_1.txt,41050024531,41050024534,41050024612,0.003,0.081
62,PUT bench_t6_client_file_4.txt,41050024510,41050024515,41050024695,0.005,0.185
64,GET bench_t5_client_file_6.txt,41050024671,41050024678,41050024725,0.007,0.054
65,GET bench_t7_client_file_1.txt,41050024694,41050024705,41050024830,0.011,0.135
67,PUT bench_t4_client_file_0.txt,41050024860,41050024863,41050024950,0.003,0.090
66,PUT bench_t2_client_file_4.txt,41050024789,41050024793,41050024953,0.004,0.164
68,GET bench_t1_client_file_4.txt,41050025124,41050025130,41050025172,0.005,0.047
69,PUT bench_t0_client_file_3.txt,41050025143,41050025150,41050025251,0.006,0.108
70,GET bench_t6_client_file_0.txt,41050025162,41050025187,41050025275,0.024,0.112
73,GET bench_t4_client_file_3.txt,41050025261,41050025305,41050025340,0.043,0.078
74,GET bench_t2_tiger.gdt,41050025311,41050025367,41050025403,0.055,0.091
71,PUT bench_t3_client_file_3.txt,41050025182,41050025203,41050025413,0.021,0.230
75,PUT bench_t5_client_file_1.txt,41050025476,41050025484,41050025570,0.008,0.093
72,PUT bench_t7_client_file_5.txt,41050025235,41050025286,41050025448,0.050,0.212
77,GET bench_t3_client_file_1.txt,41050025630,41050025654,41050025691,0.024,0.060
78,GET bench_t7_tiger.gdt,41050025648,41050025672,41050025724,0.023,0.076
76,GET bench_t0_client_file_3.txt,41050025566,41050025602,41050025773,0.036,0.206
79,GET bench_t5_tiger_is_back.gdt,41050025667,41050025677,41050025870,0.009,0.203
